game.key,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,Humphries,,Sherman,ss,2,3,2,,1,,,,,,,2,,,,,,,,,,,,,2,5,0,,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,Williamson,,Sherman,cf,3,4,2,,3,2,,,,,,,1,,,,,,,,,,,,2,0,0,,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,Rayburn,,Sherman,1b,4,3,1,,0,,,,,,1,1,,,,,,,,,,,,,12,1,0,2,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,Witt,,Sherman,3b,5,3,2,,0,,,,,,1,,,1,,,,,,,,,,,0,3,1,1,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,Dooley,,Sherman,lf,6,3,1,,1,,,,,,,,,1,,,,,,,,,,,0,1,0,,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,Townsend,,Sherman,c,7,4,0,,1,1,,,,,,,,1,,,,,,,,,,,5,1,0,,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,Lamonica,,Sherman,rf,8,3,0,,1,,,,,,,1,,1,,,,,,,,,,,1,0,0,,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,Roark,,Sherman,p,9,4,1,,1,,,,,,,,,,,,,,,2,4,,,,1,2,0,,,
6905b7c7-dd2e-58e3-80be-163ce5f1fb09,1912-04-30,0,TOTALS,,Sherman,,,30,10,,9,,,,,,,,,,6,4,,,,,,,,,27,18,1,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Gowan,,Marshall,cf,1,4,1,,2,1,1,,,,,,,,,,,,,,,,,,4,0,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Stapleton,,Marshall,3b,2,4,0,,1,,,,,,,,,,,,,,,,,,,,0,2,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Pappe,,Marshall,ss,3,4,1,,1,,,,,,,,,,,,,,,,,,,,2,3,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Blanchette,,Marshall,1b,4,4,0,,2,1,,,,,,,,,,,,,,,,,,,8,2,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Nagel,,Marshall,rf,5,2,0,,0,,,,,,,2,,,,,,,,,,,,,2,0,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Stribbel,,Marshall,2b,6,3,0,,0,,,,,,,,,,,,,,,,,,,,2,2,1,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Keifer,,Marshall,lf,7,3,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Short,,Marshall,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,8,0,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Guiterrez,,Marshall,p,9,3,0,,0,,,,,,,,,,,,9,,10,1,6,,1,,0,8,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,TOTALS,,Marshall,,,34,2,,6,,,,,,,,,,,,,,,,,,,,27,17,1,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Cella,,Texarkana,lf,1,5,2,,2,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Stegall,,Texarkana,3b,2,3,0,,1,,,,,,,1,,,,,,,,,,,,,3,1,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Jordan,,Texarkana,c,3,4,0,,2,2,,,,,,,,,,,,,,,,,,,5,1,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Houlihan,,Texarkana,1b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,12,0,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Hudson,,Texarkana,2b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,1,6,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Barker,,Texarkana,cf,6,3,1,,0,,,,,,,,,,,,,,,,,,,,2,0,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Allen,,Texarkana,rf,7,4,1,,3,,,,,,,,,,,,,,,,,,,,3,0,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Prudhomme,,Texarkana,ss,8,4,1,,2,1,,,,,,,,,,,,,,,,,,,1,2,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,Hall,,Texarkana,p,9,4,0,,0,,,,,,,,,,,,9,,6,,5,,,,0,8,0,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,TOTALS,,Texarkana,,,35,5,,10,,,,,,,,,,,,,,,,,,,,27,18,0,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Krause,,Guthrie,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Erishman,,Guthrie,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Dooley,,Guthrie,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,TOTALS,,Guthrie,,,,11,,11,,,,,,,,,,,,,,,,,,,,,,5,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Gabriel,,Tulsa,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Ferns,,Tulsa,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Henderson,,Tulsa,p,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Brown,,Tulsa,c,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,TOTALS,,Tulsa,,,,8,,8,,,,,,,,,,,,,,,,,,,,,,6,,,
ca6e5e78-c4c4-5a10-ab70-e1a77ae69b91,1912-04-30,0,Stone,,Anadarko,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca6e5e78-c4c4-5a10-ab70-e1a77ae69b91,1912-04-30,0,Gallagher,,Anadarko,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca6e5e78-c4c4-5a10-ab70-e1a77ae69b91,1912-04-30,0,TOTALS,,Anadarko,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,5,,,
ca6e5e78-c4c4-5a10-ab70-e1a77ae69b91,1912-04-30,0,Billings,,Oklahoma City,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca6e5e78-c4c4-5a10-ab70-e1a77ae69b91,1912-04-30,0,Crawford,,Oklahoma City,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca6e5e78-c4c4-5a10-ab70-e1a77ae69b91,1912-04-30,0,TOTALS,,Oklahoma City,,,,7,,8,,,,,,,,,,,,,,,,,,,,,,1,,,
d4aab73c-3c6f-50c4-af28-efe686aee8db,1912-04-30,0,Fucich,,Holdenville,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4aab73c-3c6f-50c4-af28-efe686aee8db,1912-04-30,0,Webb,,Holdenville,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4aab73c-3c6f-50c4-af28-efe686aee8db,1912-04-30,0,TOTALS,,Holdenville,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,2,,,
d4aab73c-3c6f-50c4-af28-efe686aee8db,1912-04-30,0,Rayn,,McAlester,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4aab73c-3c6f-50c4-af28-efe686aee8db,1912-04-30,0,Miller,,McAlester,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4aab73c-3c6f-50c4-af28-efe686aee8db,1912-04-30,0,TOTALS,,McAlester,,,,5,,11,,,,,,,,,,,,,,,,,,,,,,5,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Baker,,Bonham,lf,1,3,1,,1,,,,,,,,,2,,,,,,,,,,,1,0,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Roach,,Bonham,3b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,1,1,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Lambert,,Bonham,rf,3,3,1,,1,,,,,,,1,,1,,,,,,,,,,,1,0,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Welch,,Bonham,cf,4,5,2,,2,,,,,,,,,1,,,,,,,,,,,0,0,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Leslie,,Bonham,2b,5,3,1,,1,,,,,,,1,,,,,,,,,,,,,2,3,1,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Landry,,Bonham,ss,6,3,1,,0,,,,,,,1,,1,,,,,,,,,,,1,1,2,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Yost,,Bonham,1b,7,3,2,,1,1,,,,,,,,2,,,,,,,,,,,13,0,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Scott,,Bonham,c,8,4,0,,3,,,,,,,,,1,,,,,,,,,,,8,1,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Anderson,,Bonham,p,9,4,0,,0,,,,,,,,,,,,,,,,9,,,,0,5,1,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,TOTALS,,Bonham,,,32,9,4,10,,,,,,,,,,8,2,,,,,,,,,27,11,4,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Kerr,,McKinney,2b,1,4,0,,0,,,,,,,,,,,,,,,,,,,,2,1,1,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Dean,,McKinney,p,10,3,0,,0,,,,,,,,,,,,,,7,4,4,,1,,0,3,1,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Thebo,,McKinney,3b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,1,2,1,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Goss,,McKinney,1b,3,4,0,,0,,,,,,,,,,,,,,,,,,,,7,1,0,1,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Pennell,A.,McKinney,rf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,3,1,0,1,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,White,,McKinney,c,5,3,0,,0,,,,,,,,,,,,,,,,,,,,7,1,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Spencer,,McKinney,ss,6,3,0,,0,,,,,,,,,,,,,,,,,,,,1,1,2,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Pennell,B.,McKinney,cf,7,3,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,McMillen,,McKinney,lf,8,3,0,,0,,,,,,,,,,,,,,,,,,,,2,0,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,Miller,,McKinney,p,9,0,0,,0,,,,,,,,,,,,,,3,,,,,,0,0,0,,,
e60323e1-6021-5f35-8c3b-df0d14cac36e,1912-04-30,0,TOTALS,,McKinney,,,33,0,,0,,,,,,,,,,4,4,,,,,,,,,23,11,5,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Weber,,Cleburne,2b,1,5,1,,2,,,,,,,,,,,,,,,,,,,,1,4,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Kerr,,Cleburne,p,10,4,1,,1,,,,,,,,,,,,,,,2,5,,,,0,2,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Gardner,,Cleburne,lf-3b,2,5,1,,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Bessie,,Cleburne,rf,3,4,0,,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Ritter,,Cleburne,c,4,5,0,,0,,,,,,,,,,,,,,,,,,,,5,1,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Jutzie,,Cleburne,1b,5,5,1,,3,,,,,,,,,,,,,,,,,,,,15,0,1,1,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Sorrey,,Cleburne,ss,6,5,1,,2,,,,,,,,,,,,,,,,,,,,2,3,1,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Adams,,Cleburne,cf,7,4,1,,2,,,,,,,,,,,,,,,,,,,,2,0,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Perkins,,Cleburne,3b,8,2,1,,0,,,,,,,,,,,,,,,,,,,,1,4,1,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Harbin,,Cleburne,lf,9,2,0,,1,1,,,,,,,,,,,,,,,,,,,0,0,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,TOTALS,,Cleburne,,,41,7,,13,,,,,,,,,,12,3,,,,,,,,,27,15,3,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Johnson,,Tyler,rf,1,5,0,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Moody,,Tyler,ss,2,5,2,,3,1,,,,,,,,,,,,,,,,,,,0,1,2,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Campbell,,Tyler,1b,3,3,0,,1,,,,,,,,,,,,,,,,,,,,10,0,1,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Buster,,Tyler,c,4,4,1,,2,,,,,,,,,,,,,,,,,,,,6,1,1,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Kuvit,,Tyler,3b,5,3,1,,0,,,,,,,,,,,,,,,,,,,,0,1,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Tisher,,Tyler,lf,6,3,1,,0,,,,,,,,,,,,,,,,,,,,2,0,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Binghman,,Tyler,cf,7,3,1,,1,,,,,,,,,,,,,,,,,,,,2,0,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Pruitt,,Tyler,2b,8,3,0,,1,1,,,,,,,,,,,,,,,,,,,4,3,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,Brown,,Tyler,p,9,4,0,,0,,,,,,,,,,,,,,,3,5,,,,0,4,0,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,TOTALS,,Tyler,,,33,6,,8,,,,,,,,,,4,3,,,,,,,,,24,10,5,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Pickens,,Greenville,2b,1,4,0,,0,,,,,,,,,,,,,,,,,,,,3,1,1,1,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Barnett,,Greenville,p,10,2,0,,0,,,,,,,,,,,,3.1,4,6,,1,,,,0,1,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Robinson,,Greenville,c,11,2,0,,0,,,,,,,,,,,,,,,,,,,,2,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Lewis,,Greenville,rf,12,1,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Egby,,Greenville,3b,13,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Wakefield,,Greenville,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,3,1,0,1,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Flynn,D.,Greenville,c,3,2,0,,0,,,,,,,,,,,,,,,,,,,,3,1,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Kizziar,,Greenville,1b,4,3,0,,0,,,,,,,,,,,,,,,,,,,,9,1,0,2,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Harper,,Greenville,lf,5,3,0,,0,,,,,,,,,,,,,,,,,,,,2,1,1,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Robertson,,Greenville,rf,6,2,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Disharoon,,Greenville,ss,7,3,0,,1,,,,,,,,,,,,,,,,,,,,0,3,4,1,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Atkin,,Greenville,3b,8,1,0,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Flynn,F.,Greenville,p,9,1,0,,0,,,,,,,,,,,,4.2,0,7,2,3,,,,0,3,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,TOTALS,,Greenville,,,28,0,,1,,,,,,,,,,3,,,,,,,,,,24,12,7,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Reed,,Sherman,2b,1,5,2,,2,,,,,,,,,1,,,,,,,,,,,1,2,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Humphries,,Sherman,ss,2,4,2,,3,,,,,,,1,,,,,,,,,,,,,1,1,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Williamson,,Sherman,cf,3,4,3,,2,,,1,,,,,,,,,,,,,,,,,2,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Rayburn,,Sherman,1b,4,4,1,,2,,,,,,,,,,,,,,,,,,,,8,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Witt,,Sherman,3b,5,5,0,,1,,,,,,,,,1,,,,,,,,,,,2,2,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Dooley,,Sherman,lf,6,5,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Townsend,,Sherman,c,7,3,2,,1,,,,,,,,,,,,,,,,,,,,11,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Lamonica,,Sherman,rf,8,3,0,,0,,,,,,,1,,,,,,,,,,,,,1,0,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Napier,,Sherman,p,9,4,1,,2,,,,,,,,,,,,,,,2,10,,,,0,2,0,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,TOTALS,,Sherman,,,37,10,,13,,,,,,,,,,7,5,,,,,,,,,27,7,0,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,Lowe,,Guthrie,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,Atterbury,,Guthrie,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,Dooley,,Guthrie,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,TOTALS,,Guthrie,,,,12,,19,,,,,,,,,,,,,,,,,,,,,,3,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,Kester,,Tulsa,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,Henderson,,Tulsa,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,Brown,,Tulsa,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,TOTALS,,Tulsa,,,,13,,15,,,,,,,,,,,,,,,,,,,,,,5,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,Hill,,Holdenville,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,Webb,,Holdenville,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,TOTALS,,Holdenville,,,,13,,9,,,,,,,,,,,,,,,,,,,,,,7,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,Wise,,McAlester,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,Meyers,,McAlester,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,Bigsbe,,McAlester,p,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,Miller,,McAlester,c,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,TOTALS,,McAlester,,,,6,,7,,,,,,,,,,,,,,,,,,,,,,7,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Sheffield,,Longview,3b,1,4,0,,1,1,,,,,,,,,,,,,,,,,,,1,0,3,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Trammel,,Longview,p,10,3,0,,1,1,,,,,,,,,,,,,,2,7,,,,0,5,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,White,,Longview,ss,2,4,0,,0,,,,,,,,,,,,,,,,,,,,1,2,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Holliday,,Longview,rf,3,4,1,,2,1,,,,,,,,,,,,,,,,,,,2,0,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Johns,,Longview,2b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,0,3,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Merritt,,Longview,c-1b,5,3,0,,0,,,,,,,,,,,,,,,,,,,,8,3,1,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Crosby,,Longview,cf,6,3,0,,0,,,,,,,,,,,,,,,,,,,,1,0,1,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Hardy,,Longview,1b,7,1,0,,0,,,,,,1,,,2,,,,,,,,,,,9,1,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Spear,,Longview,c,8,1,0,,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Hoffman,,Longview,lf,9,4,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,TOTALS,,Longview,,,31,1,,5,,,,,,,,,,,,,,,,,,,,24,14,5,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Bettison,,Paris,cf,1,3,2,,1,,,,,,,,,,,,,,,,,,,,2,0,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Solliday,,Paris,2b,2,2,1,,0,,,,,,,2,,,,,,,,,,,,,2,5,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Sherwood,,Paris,ss,3,3,0,,0,,,,,,,,,,,,,,,,,,,,1,3,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Lawson,,Paris,c,4,3,1,,3,,,,,,,1,,,,,,,,,,,,,7,2,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Wood,,Paris,3b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,0,1,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Mathis,L.,Paris,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,9,1,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Mathis,E.,Paris,lf,7,3,0,,0,,,,,,,,,,,,,,,,,,,,3,0,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Dowlen,,Paris,rf,8,3,0,,1,,,,,,,,,,,,,,,,,,,,2,0,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,Gaines,,Paris,p,9,3,0,,0,,,,,,,,,,,,,,,5,7,,1,,1,2,0,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,TOTALS,,Paris,,,28,4,,6,,,,,,,,,,,,,,,,,,,,27,14,0,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Baker,,Bonham,lf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Matthews,,Bonham,ph-p,10,1,0,,0,,,,,,,,,1,,,,,,,,,,,0,0,0,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Russell,,Bonham,p,11,0,0,,0,,,,,,,,,,,,,,,,3,,,,0,0,0,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Sporn,,Bonham,3b,2,3,0,,0,,,,,,,,,1,,,,,,,,,,,1,4,0,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Lambert,,Bonham,rf,3,4,0,,2,1,,,,,,,,,,,,,,,,,,,1,0,1,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Welch,,Bonham,cf,4,3,0,,0,,,,,,,1,,,,,,,,,,,,,1,0,0,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Leslie,,Bonham,2b,5,3,1,,1,,,,,,,,,,,,,,,,,,,,0,1,1,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Landry,,Bonham,ss,6,4,0,,3,1,,,,,,,,1,,,,,,,,,,,2,2,0,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Yost,,Bonham,1b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,13,1,0,,,
