league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1912,South Central League,TXRZ0101,Tisher,,Tyler,1912-04-29,1912-05-01,3,0,0,0,0,0,3,3,0,0,0,0
1912,South Central League,TNSN0101,Townsend,,Sherman,1912-04-30,1912-04-30,1,0,0,0,0,0,0,0,0,0,1,0
1912,South Central League,TRML0102,Trammel,,Longview,1912-04-29,1912-05-01,2,1,1,0,0,0,0,0,0,0,0,1
1912,South Central League,TRML0202,Trammell,,Longview,1912-04-30,1912-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1912,South Central League,AKFL0101,Wakefield,,Greenville,1912-04-30,1912-04-30,1,0,0,0,0,0,1,0,1,0,0,0
1912,South Central League,APRZ0101,Weber,,Cleburne,1912-04-29,1912-05-01,3,0,0,3,0,0,0,0,0,0,0,0
1912,South Central League,ATZZ0104,White,,Cleburne,1912-05-01,1912-05-01,1,0,0,0,0,0,1,0,1,0,0,0
1912,South Central League,ATZZ0204,White,,Longview,1912-04-29,1912-05-01,3,0,0,0,0,3,0,0,0,0,0,0
1912,South Central League,ALMS0101,Williamson,,Sherman,1912-04-30,1912-04-30,1,0,0,0,0,0,1,0,1,0,0,0
1912,South Central League,ALSN0101,Wilson,,Tyler,1912-04-29,1912-04-29,1,0,0,0,0,0,1,0,1,0,0,0
1912,South Central League,ATZZ0304,Witt,,Sherman,1912-04-30,1912-04-30,1,0,0,0,1,0,0,0,0,0,0,0
1912,South Central League,ATZZ0404,Wood,,Paris,1912-04-29,1912-05-01,3,0,0,0,3,0,0,0,0,0,0,0
1912,South Central League,ATSZ0101,Woods,,Texarkana,1912-05-01,1912-05-01,1,0,0,0,0,0,1,0,1,0,0,0
1912,Texas-Oklahoma League,ATMS0101,Adams,,Greenville,1912-04-29,1912-04-29,1,1,0,0,0,0,1,0,0,1,0,1
1912,Texas-Oklahoma League,ANTR0101,Anderson,,Bonham,1912-04-30,1912-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,ATKN0102,Atkin,,Greenville,1912-05-01,1912-05-01,1,0,0,0,1,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,ATKN0202,Atkins,,Greenville,1912-04-29,1912-04-29,1,0,0,0,1,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,ALTZ0101,Awald,,Denison,1912-04-29,1912-04-29,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,PKRZ0101,Baker,,Bonham,1912-04-29,1912-05-01,3,0,0,0,0,0,3,3,0,0,0,0
1912,Texas-Oklahoma League,PLZZ0101,Ballew,,Ardmore,1912-04-29,1912-05-01,3,0,0,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,PRNT0101,Barnett,,Greenville,1912-04-29,1912-05-01,2,2,0,0,0,0,1,0,0,1,0,2
1912,Texas-Oklahoma League,PKST0101,Baxter,,Wichita Falls,1912-05-01,1912-05-01,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,PPZZ0101,Bobo,,Denison,1912-04-29,1912-05-01,3,0,0,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,PRLZ0101,Bralley,,McKinney,1912-05-01,1912-05-01,1,0,0,0,0,0,0,0,0,0,1,0
1912,Texas-Oklahoma League,PRKS0101,Brooks,,Denison,1912-04-29,1912-05-01,3,0,0,0,0,3,0,0,0,0,0,0
1912,Texas-Oklahoma League,KLTL0101,Caldwell,,Ardmore,1912-04-29,1912-05-01,2,0,0,0,0,0,2,2,0,0,0,0
1912,Texas-Oklahoma League,KLLZ0101,Calliwell,,Ardmore,1912-04-30,1912-04-30,1,0,0,0,0,0,1,1,0,0,0,0
1912,Texas-Oklahoma League,KRZZ0103,Carey,,Wichita Falls,1912-04-30,1912-04-30,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KRPN0101,Carpenter,,McKinney,1912-04-29,1912-04-29,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,KRKZ0101,Clark,,Wichita Falls,1912-04-29,1912-05-01,3,0,0,0,0,3,0,0,0,0,0,0
1912,Texas-Oklahoma League,KKNK0101,Clickinger,,Denison,1912-04-29,1912-05-01,3,0,0,0,0,0,3,0,0,3,0,0
1912,Texas-Oklahoma League,KKZZ0101,Cooke,,Ardmore,1912-04-29,1912-05-01,2,0,2,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KFNK0103,Covington,B.,Denison,1912-04-29,1912-05-01,3,0,0,0,0,0,3,0,3,0,0,0
1912,Texas-Oklahoma League,KFNK0203,Covington,C.,Denison,1912-04-29,1912-05-01,3,0,0,0,0,0,3,3,0,0,0,0
1912,Texas-Oklahoma League,KFNK0303,Covington,H.,Denison,1912-04-29,1912-05-01,3,0,3,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KLZZ0101,Crowell,,McKinney,1912-05-01,1912-05-01,1,0,0,0,0,0,1,1,0,0,0,0
1912,Texas-Oklahoma League,TNZZ0101,Dean,,McKinney,1912-04-30,1912-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,TRTR0101,Deardorff,,Durant,1912-04-30,1912-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,TXRN0102,Dishareen,,Greenville,1912-04-29,1912-04-29,1,0,0,0,0,1,0,0,0,0,0,0
1912,Texas-Oklahoma League,TXRN0202,Disharoon,,Greenville,1912-05-01,1912-05-01,1,0,0,0,0,1,0,0,0,0,0,0
1912,Texas-Oklahoma League,TLZZ0101,Dooley,,Sherman,1912-04-29,1912-05-01,2,0,0,0,0,0,2,2,0,0,0,0
1912,Texas-Oklahoma League,TFZZ0101,Duffy,,McKinney,1912-05-01,1912-05-01,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,TPRZ0101,Dupree,,Denison,1912-04-29,1912-05-01,3,0,0,0,3,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,ATMN0101,Edmonds,,Durant,1912-04-29,1912-05-01,3,0,0,0,3,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,AKPZ0101,Egby,,Greenville,1912-05-01,1912-05-01,1,0,0,0,1,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,APLN0101,Epling,,Durant,1912-04-29,1912-05-01,3,0,0,2,1,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,FLNZ0102,Flynn,D.,Greenville,1912-04-29,1912-05-01,2,0,0,0,0,0,0,0,0,0,1,0
1912,Texas-Oklahoma League,FLNZ0202,Flynn,F.,Greenville,1912-04-29,1912-05-01,2,1,1,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,KRRT0103,Garhart,,Durant,1912-05-01,1912-05-01,1,0,0,0,0,0,1,0,0,1,0,0
1912,Texas-Oklahoma League,KRTZ0101,Garrity,,Durant,1912-04-29,1912-04-29,1,0,0,0,0,1,0,0,0,0,0,0
1912,Texas-Oklahoma League,KRRT0203,Gerhart,,Durant,1912-04-30,1912-04-30,1,0,0,0,0,0,1,0,0,1,0,0
1912,Texas-Oklahoma League,KRRT0303,Gierhart,,Durant,1912-04-29,1912-04-29,1,0,0,0,0,0,1,0,0,1,0,0
1912,Texas-Oklahoma League,KSZZ0101,Goss,,McKinney,1912-04-29,1912-04-30,2,0,1,0,0,0,1,1,0,0,0,0
1912,Texas-Oklahoma League,KRZZ0203,Gray,,Ardmore,1912-04-29,1912-05-01,3,0,2,2,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KRNZ0101,Green,,Durant,1912-04-30,1912-05-01,2,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,KRMS0101,Grimes,,Sherman,1912-04-29,1912-04-29,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,K0RZ0101,Guthrie,,Wichita Falls,1912-04-29,1912-05-01,3,0,0,0,0,0,3,3,0,0,0,0
1912,Texas-Oklahoma League,HRPR0101,Harper,,Greenville,1912-05-01,1912-05-01,1,0,0,0,0,0,1,1,0,0,0,0
1912,Texas-Oklahoma League,HPKN0101,Hopkins,,Ardmore,1912-04-30,1912-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,HMFR0102,Humphreys,,Sherman,1912-04-29,1912-04-29,1,0,0,0,0,1,0,0,0,0,0,0
1912,Texas-Oklahoma League,HMFR0202,Humphries,,Sherman,1912-05-01,1912-05-01,1,0,0,0,0,1,0,0,0,0,0,0
1912,Texas-Oklahoma League,JNSZ0103,Jones,,Wichita Falls,1912-05-01,1912-05-01,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,JNSZ0203,Jones [Dur],,Durant,1912-04-29,1912-04-29,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,JNSZ0303,Jones [WF],,Wichita Falls,1912-04-29,1912-04-29,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KSRZ0102,Kaiser,,Durant,1912-04-29,1912-05-01,3,0,0,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,KRZZ0303,Kerr,,McKinney,1912-04-29,1912-04-30,2,0,0,2,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KXNS0101,Kitchens,,Greenville,1912-04-29,1912-04-29,1,0,0,0,0,0,0,0,0,0,1,0
1912,Texas-Oklahoma League,KSRZ0202,Kizziar,,Greenville,1912-05-01,1912-05-01,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,LKRZ0101,Laclair,,Denison,1912-04-30,1912-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,LMPR0101,Lambert,,Bonham,1912-04-29,1912-05-01,3,0,0,0,0,0,3,0,0,3,0,0
