game.key,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Fortier,,Fort William-Port Arthur,cf,3,3,0,,2,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,DeRose,,Fort William-Port Arthur,rf,4,4,0,,2,,,,,,,,,,,,,,,,,,,,1,9,9,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Wines,,Fort William-Port Arthur,3b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,1,1,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Dancy,,Fort William-Port Arthur,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,10,2,0,1,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Henry,,Fort William-Port Arthur,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,1,0,4,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Fusner,,Fort William-Port Arthur,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,5,2,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Hewitt,,Fort William-Port Arthur,p,9,4,1,,1,1,,,,,,,,,,,,,,6,2,,,,0,6,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,TOTALS,,Fort William-Port Arthur,,,32,3,,5,,,,,,,,,,6,,,,,,,,,,24,14,6,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,McGraw,,Grand Forks,cf,1,5,0,,2,,,,,,,,,,,,,,,,,,,,1,0,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Fox,,Grand Forks,2b,2,4,0,,1,1,,,,,,,,1,,,,,,,,,,,2,0,1,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Flaherty,,Grand Forks,rf,3,5,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Altman,,Grand Forks,lf,4,2,2,,1,,,,,,,,,,,,,,,,,,,,1,1,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Morse,,Grand Forks,ss,5,3,2,,1,,,,,,,1,,1,,,,,,,,,,,0,3,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Lennehan,,Grand Forks,1b,6,3,1,,1,,,,,,,1,,,,,,,,,,,,,7,0,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Anderson,,Grand Forks,3b,7,3,1,,0,,,,,,,,,,,,,,,,,,,,2,1,1,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Wolfe,,Grand Forks,c,8,3,0,,2,,,,,,,,,,,,,,,,,,,,13,1,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,Brenner,,Grand Forks,p,9,3,0,,0,,,,,,,1,,,,,,,,3,12,1,1,,1,2,0,,,
6c972fb8-1b12-5842-8d6b-55ec9db88423,1915-05-08,0,TOTALS,,Grand Forks,,,31,6,,8,,,,,,,,,,9,,,,,,,,,,27,8,2,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Wertz,,Fort William-Port Arthur,2b,1,5,0,,2,,,,,,,,,,,,,,,,,,,,0,1,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Sullivan,,Fort William-Port Arthur,lf,2,4,0,,2,,,,,,,,,,,,,,,,,,,,2,0,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Fortier,,Fort William-Port Arthur,cf,3,3,0,,0,,,,,,,1,,,,,,,,,,,,,2,0,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,DeRose,,Fort William-Port Arthur,rf,4,3,1,,0,,,,,,,,,1,,,,,,,,,,,0,0,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Wines,,Fort William-Port Arthur,3b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,3,0,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Dancy,,Fort William-Port Arthur,1b,6,4,0,,2,,1,,,,,,,,,,,,,,,,,,0,0,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Weidell,,Fort William-Port Arthur,ss,7,4,1,,1,,1,,,,,,,,,,,,,,,,,,1,2,1,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Fusner,,Fort William-Port Arthur,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,0,5,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Hawkins,,Fort William-Port Arthur,p,9,4,0,,0,,,,,,,,,,,,,,,1,8,1,,,0,5,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,TOTALS,,Fort William-Port Arthur,,,34,2,,8,,,,,,,,,,8,,,,,,,,,,26,8,1,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,McGraw,,Grand Forks,cf,1,4,0,,1,,,,,,,,,,,,,,,,,,,,2,0,1,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Fox,,Grand Forks,2b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,1,2,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Flaherty,,Grand Forks,rf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Altman,,Grand Forks,lf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Morse,Steve,Grand Forks,ss,5,3,0,,0,,,,,,,,,,,,,,,,,,,,1,3,0,1,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Lennehan,,Grand Forks,1b,6,4,1,,2,,,,,,,,,1,,,,,,,,,,,12,1,0,1,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Anderson,,Grand Forks,3b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,0,5,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Wolfe,,Grand Forks,c,8,2,0,,0,,,,,,1,,,,,,,,,,,,,,8,0,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,Morse,,Grand Forks,p,9,3,0,,0,,,,,,,,,,,,,,,2,8,,1,,1,2,0,,,
21406c83-24e4-517d-bfd0-d585174a98ab,1915-05-09,0,TOTALS,,Grand Forks,,,31,1,,3,,,,,,,,,,5,,,,,,,,,,27,13,1,,,
75e5e135-49b5-5a33-9334-0d300151fa45,1915-05-09,0,TOTALS,,Fargo-Moorhead,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
75e5e135-49b5-5a33-9334-0d300151fa45,1915-05-09,0,TOTALS,,Virginia,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8ffafac-10c1-5345-9f70-b22e24ab30e3,1915-05-09,0,TOTALS,,St. Boniface,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8ffafac-10c1-5345-9f70-b22e24ab30e3,1915-05-09,0,TOTALS,,Superior,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c8e6670-e4ba-5d69-a671-0c2f7439cd30,1915-05-10,0,Chicken,,Superior,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c8e6670-e4ba-5d69-a671-0c2f7439cd30,1915-05-10,0,Kurke,,Superior,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c8e6670-e4ba-5d69-a671-0c2f7439cd30,1915-05-10,0,TOTALS,,Superior,,,,2,,7,,,,,,,,,,,,,,,,,,,,,,6,,,
0c8e6670-e4ba-5d69-a671-0c2f7439cd30,1915-05-10,0,Shirely,,Winnipeg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c8e6670-e4ba-5d69-a671-0c2f7439cd30,1915-05-10,0,O'Donnell,,Winnipeg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c8e6670-e4ba-5d69-a671-0c2f7439cd30,1915-05-10,0,TOTALS,,Winnipeg,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,1,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Block,,Grand Forks,cf,1,4,2,,0,,,,,,1,,,,,,,,,,,,,,0,0,1,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Fox,,Grand Forks,2b,2,3,2,,1,1,,,,,,,,,,,,,,,,,,,3,2,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Flaherty,,Grand Forks,rf,3,5,2,,3,,,,,,,,,1,,,,,,,,,,,2,0,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Altman,,Grand Forks,lf,4,4,2,,2,,,,,,1,,,,,,,,,,,,,,3,1,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Morse,,Grand Forks,ss,5,2,2,,1,,1,,,,,,,,,,,,,,,,,,4,2,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Lenehan,,Grand Forks,1b,6,3,0,,1,,,,,,,1,,,,,,,,,,,,,7,1,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Anderson,,Grand Forks,3b,7,4,0,,1,1,,,,,,,,,,,,,,,,,,,0,1,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Wolfe,,Grand Forks,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,7,1,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Ursella,,Grand Forks,p,9,4,0,,0,,,,,,,,,,,,,,,5,6,,,,1,4,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,TOTALS,,Grand Forks,,,32,10,,9,,,,,,,,,,6,,,,,,,,,,27,12,1,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,McCabe,,Virginia,lf,1,5,0,,0,,,,,,,,,,,,,,,,,,,,1,1,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Fortnen,,Virginia,2b,2,5,0,,2,,,,,,,,,,,,,,,,,,,,4,1,1,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Sundheim,,Virginia,ss,3,4,0,,2,,,,,,,,,,,,,,,,,,,,4,3,2,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Greisch,,Virginia,lf,4,4,0,,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Brokaw,,Virginia,cf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,1,1,1,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,McCullouch,,Virginia,1b,6,4,0,,2,1,,,,,,,,,,,,,,,,,,,9,0,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Watkins,,Virginia,3b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,1,3,1,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Agnew,,Virginia,c,8,3,1,,1,,,,,,,,,,,,,,,,,,,,3,4,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,Needham,,Virginia,p,9,2,1,,1,,,,,,,,,,,,,,,5,2,2,,,0,2,0,,,
81218f3b-b036-5375-bf1a-2cf52395aef6,1915-05-10,0,TOTALS,,Virginia,,,35,2,,9,,,,,,,,,,8,,,,,,,,,,24,15,5,,,
c743d47f-9b83-5053-aa77-11ba57a1f48d,1915-05-10,0,Faith,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c743d47f-9b83-5053-aa77-11ba57a1f48d,1915-05-10,0,Smith,,Fargo-Moorhead,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c743d47f-9b83-5053-aa77-11ba57a1f48d,1915-05-10,0,TOTALS,,Fargo-Moorhead,,,,1,,9,,,,,,,,,,,,,,,,,,,,,,3,,,
c743d47f-9b83-5053-aa77-11ba57a1f48d,1915-05-10,0,Noble,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c743d47f-9b83-5053-aa77-11ba57a1f48d,1915-05-10,0,Feisner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c743d47f-9b83-5053-aa77-11ba57a1f48d,1915-05-10,0,TOTALS,,Fort William-Port Arthur,,,,8,,15,,,,,,,,,,,,,,,,,,,,,,0,,,
f5bed763-38d3-5470-b841-8b9be8299863,1915-05-10,0,Cabreau,,Duluth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5bed763-38d3-5470-b841-8b9be8299863,1915-05-10,0,Sweeley,,Duluth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5bed763-38d3-5470-b841-8b9be8299863,1915-05-10,0,TOTALS,,Duluth,,,,10,,9,,,,,,,,,,,,,,,,,,,,,,4,,,
f5bed763-38d3-5470-b841-8b9be8299863,1915-05-10,0,Sulder,,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5bed763-38d3-5470-b841-8b9be8299863,1915-05-10,0,Lueller,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5bed763-38d3-5470-b841-8b9be8299863,1915-05-10,0,TOTALS,,St. Boniface,,,,7,,11,,,,,,,,,,,,,,,,,,,,,,4,,,
78280cc9-26c0-5554-9052-a133ab5c7dde,1915-05-11,0,Leon,,Superior,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78280cc9-26c0-5554-9052-a133ab5c7dde,1915-05-11,0,Borger,,Superior,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78280cc9-26c0-5554-9052-a133ab5c7dde,1915-05-11,0,TOTALS,,Superior,,,,10,,14,,,,,,,,,,,,,,,,,,,,,,3,,,
78280cc9-26c0-5554-9052-a133ab5c7dde,1915-05-11,0,Snyder,,Winnipeg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78280cc9-26c0-5554-9052-a133ab5c7dde,1915-05-11,0,O'Donnell,,Winnipeg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78280cc9-26c0-5554-9052-a133ab5c7dde,1915-05-11,0,TOTALS,,Winnipeg,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,4,,,
91ecf301-2261-55f9-a336-8534b0ce1747,1915-05-11,0,Wahlstrom,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91ecf301-2261-55f9-a336-8534b0ce1747,1915-05-11,0,Smith,,Fargo-Moorhead,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91ecf301-2261-55f9-a336-8534b0ce1747,1915-05-11,0,TOTALS,,Fargo-Moorhead,,,,6,,7,,,,,,,,,,,,,,,,,,,,,,2,,,
91ecf301-2261-55f9-a336-8534b0ce1747,1915-05-11,0,Huggins,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91ecf301-2261-55f9-a336-8534b0ce1747,1915-05-11,0,Fusner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91ecf301-2261-55f9-a336-8534b0ce1747,1915-05-11,0,TOTALS,,Fort William-Port Arthur,,,,8,,7,,,,,,,,,,,,,,,,,,,,,,1,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Block,,Grand Forks,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Fox,,Grand Forks,2b,2,3,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Flaherty,,Grand Forks,rf,3,4,1,,1,,,,,,,,,,,,,,,,,,,,4,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Altman,,Grand Forks,lf,4,2,1,,1,,,,,,,1,,,,,,,,,,,,,0,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Morse,,Grand Forks,ss,5,3,1,,1,,,,,,,1,,,,,,,,,,,,,2,3,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Lennehan,,Grand Forks,1b,6,4,1,,1,,,,,,,,,,,,,,,,,,,,14,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Anderson,,Grand Forks,3b,7,4,1,,2,,,,,,,,,,,,,,,,,,,,1,2,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Wolfe,,Grand Forks,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,3,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Snow,,Grand Forks,p,9,2,0,,0,,,,,,,,,1,,,,,,1,4,,,,1,7,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,TOTALS,,Grand Forks,,,29,5,,7,,,,,,,,,,5,,,,,,,,,,27,12,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,McCabe,,Virginia,lf,1,3,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,McCulloch,,Virginia,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Fortnen,,Virginia,2b,2,4,0,,0,,,,,,,1,,,,,,,,,,,,,1,7,0,1,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Sundheim,,Virginia,ss,3,3,0,,0,,,,,,,,,,,,,,,,,,,,3,0,1,1,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Greisch,,Virginia,lf,4,3,0,,0,,,,,,,,,,,,,,,,,,,,6,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Brokaw,,Virginia,cf,5,3,0,,0,,,,,,,,,,,,,,,,,,,,2,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Frankenhoff,,Virginia,1b,6,3,0,,0,,,,,,,,,,,,,,,,,,,,9,0,1,1,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Watkins,,Virginia,3b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Agnew,,Virginia,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,1,2,1,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,Dorman,,Virginia,p,9,2,0,,0,,,,,,,,,,,,,,,3,1,,,,1,0,0,,,
d8dd2a45-0339-5fe3-a66c-923e1eceb91e,1915-05-11,0,TOTALS,,Virginia,,,28,0,,1,,,,,,,,,,2,,,,,,,,,,24,9,3,,,
d97fa76d-3b02-5c9b-a6a7-6973484863fd,1915-05-11,0,Jones,,Duluth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d97fa76d-3b02-5c9b-a6a7-6973484863fd,1915-05-11,0,Sweeley,,Duluth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d97fa76d-3b02-5c9b-a6a7-6973484863fd,1915-05-11,0,TOTALS,,Duluth,,,,6,,11,,,,,,,,,,,,,,,,,,,,,,2,,,
d97fa76d-3b02-5c9b-a6a7-6973484863fd,1915-05-11,0,Garvey,,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d97fa76d-3b02-5c9b-a6a7-6973484863fd,1915-05-11,0,Spellman,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d97fa76d-3b02-5c9b-a6a7-6973484863fd,1915-05-11,0,TOTALS,,St. Boniface,,,,7,,8,,,,,,,,,,,,,,,,,,,,,,1,,,
5cc3aa1a-d417-52f8-8832-be3c6abefde8,1915-05-12,0,Ryan,,Superior,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cc3aa1a-d417-52f8-8832-be3c6abefde8,1915-05-12,0,Kurke,,Superior,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cc3aa1a-d417-52f8-8832-be3c6abefde8,1915-05-12,0,TOTALS,,Superior,,,,8,,9,,,,,,,,,,,,,,,,,,,,,,2,,,
5cc3aa1a-d417-52f8-8832-be3c6abefde8,1915-05-12,0,Foster,,Winnipeg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cc3aa1a-d417-52f8-8832-be3c6abefde8,1915-05-12,0,Nelson,,Winnipeg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cc3aa1a-d417-52f8-8832-be3c6abefde8,1915-05-12,0,TOTALS,,Winnipeg,,,,7,,11,,,,,,,,,,,,,,,,,,,,,,6,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Block,,Grand Forks,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Fox,,Grand Forks,2b,2,3,0,,0,,,,,,,,,,,,,,,,,,,,2,3,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Flaherty,,Grand Forks,rf,3,4,0,,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Altman,,Grand Forks,lf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Morse,,Grand Forks,ss,5,2,0,,0,,,,,,,,,1,,,,,,,,,,,3,1,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Lennehan,,Grand Forks,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,10,1,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Anderson,,Grand Forks,3b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,1,2,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Wolfe,,Grand Forks,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,8,0,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Brenner,,Grand Forks,p,9,2,0,,0,,,,,,,,,,,,,,,4,8,,,,2,5,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,TOTALS,,Grand Forks,,,29,0,,2,,,,,,,,,,6,,,,,,,,,,27,12,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,McCabe,,Virginia,lf,1,4,1,,1,,,,,,,,,,,,,,,,,,,,2,2,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Fortnen,,Virginia,2b,2,3,1,,1,,,,,,,,,,,,,,,,,,,,1,4,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Sundheim,,Virginia,ss,3,2,2,,1,1,,,,,,,,1,,,,,,,,,,,0,0,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Greisch,,Virginia,lf,4,3,0,,2,2,,,,,,1,,,,,,,,,,,,,3,0,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,Brokaw,,Virginia,cf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,3,0,0,,,
60276406-800b-587e-8438-06a59fe0fd56,1915-05-12,0,McCulloch,,Virginia,1b,6,3,0,,0,,,,,,,,,1,,,,,,,,,,,9,0,0,,,
